Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Johannes,Kyllönen,Sapilastie 517,Keuruu,59059,Finland,FI,19481125-253V,+358,+358822488282,1948-11-25,True
Andrea,Moen,Engenjordet 4,Håvardvik,8960,Norge,NO,19780723-1353,+47,02113279,1978-07-23,True
Michael,Miller,Nelson Creek 33572,Kelseyfort,06215,Danmark,DK,19460819-5091,+45,+1-574-560-6695x7615,1946-08-19,True
Paul,Davenport,Shirley Vista 108,Powelltown,08282,Danmark,DK,19480721-7065,+45,310.320.0221x2118,1948-07-21,True
Magdalena,Dahlström,Skolgatan 204,Falun,22742,Sverige,SE,19860612-3636,+46,08-831 141 98,1986-06-12,True
Lena,Fransson,Aspgatan 2,Skövde,30779,Sverige,SE,19781125-8861,+46,+46 (0)398 031 70,1978-11-25,True
Håkan,Andersson,Skoltorget 30,Göteborg,37405,Sverige,SE,19530804-9536,+46,+46 (0)890 502 52,1953-08-04,True
Vegard,Olsen,Jakobsenskogen 797,Randiø,6003,Norge,NO,19770610-3467,+47,34 46 58 72,1977-06-10,True
Elisabeth,Lindell,Villatorget 041,Lund,28077,Sverige,SE,19920728-7861,+46,0006-41 61 74,1992-07-28,True
Eric,Olsson,Backstigen 050,Falun,54377,Sverige,SE,19740822-6895,+46,08-86 53 03,1974-08-22,True
Larry,Drake,Rivers Squares 3962,Lawrencehaven,09880,Danmark,DK,19590731-6814,+45,770.666.9268x55758,1959-07-31,True
Ida,Jensen,Danielsenplassen 12A,Cecilievær,0178,Norge,NO,19420505-4093,+47,44048769,1942-05-05,True
Jan,Larsson,Granvägen 6,Östersund,58147,Sverige,SE,19860810-0295,+46,058-02 18 37,1986-08-10,True
Erika,Hakala,Gadolinintie 1,Ii,68482,Finland,FI,19890425-379P,+358,004 836 4219,1989-04-25,True
Oskar,Ericsson,Furugatan 3,Kalmar,73289,Sverige,SE,19860819-0851,+46,0935-95 57 43,1986-08-19,True
Doris,Viklund,Ektorget 1,Borlänge,42329,Sverige,SE,19561227-1401,+46,08-117 18 46,1956-12-27,True
Gerd,Sandström,Stationsgatan 5,Norrköping,99924,Sverige,SE,19680418-0725,+46,+46 (0)8 077 119 78,1968-04-18,True
Phillip,Gill,Stevenson Way 46162,Robertport,10637,Danmark,DK,19440124-5657,+45,775-793-9058x106,1944-01-24,True
Ruben,Bates,Moreno Way 756,Christopherborough,59231,Danmark,DK,19640221-2953,+45,(828)646-3243x336,1964-02-21,True
Frank,Thorsen,Gulbrandsenlunden 9E,Gulbrandsen,6742,Norge,NO,19721105-0040,+47,98 44 73 79,1972-11-05,True
Kristian,Johansen,Kristoffersenlia 4,Kristinø,6064,Norge,NO,19990203-2342,+47,+47 07 19 29 96,1999-02-03,True
Birgitta,Larsson,Industrigatan 4,Motala,85459,Sverige,SE,19520212-5071,+46,044-687 97 60,1952-02-12,True
Anna,Andersson,Järnvägsgränd 37,Karlstad,96352,Sverige,SE,19930305-9155,+46,+46 (0)01 08 14 16,1993-03-05,True
Andreas,Rosén,Ektorget 223,Ängelholm,52364,Sverige,SE,19991007-3506,+46,098-331 75 96,1999-10-07,True
Tim,Wang,Potter Square 4626,Matamouth,87932,Danmark,DK,19780816-4901,+45,416-212-9471,1978-08-16,True
Åse,Haug,Evensenekra 489,Martinstad,4745,Norge,NO,19800303-2274,+47,99 01 79 62,1980-03-03,True
Øystein,Helland,Madsenmarka 30,Johnstad,8130,Norge,NO,19850519-3607,+47,+47 13 36 71 30,1985-05-19,True
Linnea,Larsson,Parktorget 9,Jönköping,68805,Sverige,SE,19461207-8237,+46,098-601 49 80,1946-12-07,True
Kristina,Johansson,Ängsvägen 3,Göteborg,36335,Sverige,SE,19570227-4657,+46,063-15 14 20,1957-02-27,True
Jörgen,Norberg,Kyrkgatan 340,Skövde,27963,Sverige,SE,19770512-4499,+46,08-709 438 88,1977-05-12,True
Alice,Berntsson,Skolvägen 2,Sundsvall,87144,Sverige,SE,19980108-1060,+46,08-04 61 02,1998-01-08,True
Bente,Sørensen,Jensenmarka 9,Håvarddal,8428,Norge,NO,19980414-9042,+47,+47 29 65 72 73,1998-04-14,True
Carl,Ivarsson,Åkergränd 672,Skövde,59803,Sverige,SE,19930831-1414,+46,033-749 68 38,1993-08-31,True
Maria,Jonsson,Backvägen 98,Norrköping,99276,Sverige,SE,19880928-6188,+46,+46 (0)691 032 64,1988-09-28,True
Elin,Eriksson,Fabrikstorget 60,Trelleborg,59475,Sverige,SE,19450220-8051,+46,08-598 45 78,1945-02-20,True
Sara,Vikström,Furuvägen 931,Linköping,86105,Sverige,SE,19781112-4709,+46,+46 (0)91 08 60 00,1978-11-12,True
Jesper,Hansen,Fabriksvägen 4,Lidingö,24756,Sverige,SE,19540216-1811,+46,030-488 40 16,1954-02-16,True
Emelie,Johansson,Skogsvägen 4,Kristianstad,23458,Sverige,SE,19990128-2672,+46,+46 (0)025 384 63,1999-01-28,True
Daniel,Svensson,Industrigatan 4,Nyköping,70539,Sverige,SE,19940327-8762,+46,0185-77 92 27,1994-03-27,True
Tomas,Knutsson,Parkgatan 93,Göteborg,86091,Sverige,SE,19480402-4909,+46,08-515 606 44,1948-04-02,True
Mark,Walker,Morrison Shoal 2437,Williamsfort,54520,Danmark,DK,19670911-4700,+45,(638)825-5522,1967-09-11,True
Anna,Jansson,Björkvägen 43,Lund,79320,Sverige,SE,19970817-4235,+46,0418-954 39,1997-08-17,True
Johanna,Dahlström,Järnvägsgatan 81,Malmö,83524,Sverige,SE,19551224-8240,+46,08-20 51 97,1955-12-24,True
Håkan,Berntsson,Kvarnstigen 08,Karlstad,92235,Sverige,SE,19491228-2996,+46,08-74 67 10,1949-12-28,True
Alina,Kuusisto,Gneissipolku 98,Pirkkala,81030,Finland,FI,19560327-1432,+358,0614960084,1956-03-27,True
Kari,Laaksonen,Kolvikuja 2,Valkeakoski,02361,Finland,FI,19870726-0998,+358,(+358) 488740221,1987-07-26,True
Sigrid,Holm,Myklebustmoen 06A,Reidunberg,5716,Norge,NO,19541127-0310,+47,92940479,1954-11-27,True
Mark,Collins,Booker Island 62393,Lake Thomas,85629,Danmark,DK,19930905-7481,+45,(434)805-2396,1993-09-05,True
Michelle,Thomas,Taylor Meadow 95281,Melaniefort,89492,Danmark,DK,19441130-0610,+45,449.743.6341x590,1944-11-30,True
Peter,Strandberg,Ängsstigen 40,Trelleborg,45431,Sverige,SE,19740827-4861,+46,088-692 71 07,1974-08-27,True
Sara,Johansson,Åkergatan 759,Lidköping,18981,Sverige,SE,19630201-6755,+46,055-067 34 43,1963-02-01,True
Robin,Andersson,Skogsgatan 4,Västerås,84303,Sverige,SE,19400320-3868,+46,08-978 08 80,1940-03-20,True
Jonny,Jönsson,Industrigatan 897,Örnsköldsvik,81216,Sverige,SE,19881229-2322,+46,0044-42 24 32,1988-12-29,True
Frank,Knudsen,Jørgensenmarka 4,Abrahamsen,1252,Norge,NO,19511001-2178,47,44884691,1951-10-01,True
Theresa,Morgan,Jones Ville 2619,West Jeffery,32474,Danmark,DK,19940415-9012,+45,001-539-280-5478x78199,1994-04-15,True
Tone,Kristoffersen,Knutsenmyra 30,Monicastad,1372,Norge,NO,19890507-0202,+47,38340658,1989-05-07,True
Margareta,Fransson,Trädgårdsstigen 1,Örnsköldsvik,79756,Sverige,SE,19400103-7805,+46,+46 (0)8 774 591 06,1940-01-03,True
Maren,Solheim,Rønningekra 05,Halvorsen,7659,Norge,NO,19760525-8303,+47,+4780966625,1976-05-25,True
Desiree,Novak,Elizabeth Islands 2714,Lake Brian,34477,Danmark,DK,19500602-2935,+45,590-692-2009x844,1950-06-02,True
Mathias,Myklebust,Næssåsen 9,Isaksen,0283,Norge,NO,19671029-9909,+47,44475825,1967-10-29,True
Anna,Gustafsson,Fabrikstorget 630,Västerås,92424,Sverige,SE,19990630-6584,+46,08-443 73 26,1999-06-30,True
Juhani,Makkonen,Castréninpolku 956,Nakkila,15156,Finland,FI,19400712-765A,+358,+358755618644,1940-07-12,True
Kristina,Nilsson,Villastigen 9,Gävle,76554,Sverige,SE,20001219-1014,46,014-29 36 12,2000-12-19,True
Stina,Linder,Storvägen 34,Växjö,27589,Sverige,SE,19600908-2225,+46,+46 (0)8 257 806 38,1960-09-08,True
Anna,Gustavsson,Furutorget 1,Lund,76275,Sverige,SE,19811010-7296,+46,+46 (0)8 220 338 98,1981-10-10,True
May,Aasen,Tangenjordet 7,Henriksen,1916,Norge,NO,19930326-2914,+47,20 59 23 28,1993-03-26,True
Thomas,Kristensen,Ahmedbakken 90,Bjørnfoss,2139,Norge,NO,19420711-3989,+47,+47 75 41 63 33,1942-07-11,True
Benjamin,Nelson,Brown Valley 50476,Jonathanstad,71898,Danmark,DK,19470830-5041,+45,(790)322-5525x41007,1947-08-30,True
Carl,Jansson,Järnvägsvägen 844,Ängelholm,26654,Sverige,SE,19770719-4583,+46,+46 (0)580 554 84,1977-07-19,True
Håkon,Bakken,Hansenroa 4,Vik,5139,Norge,NO,19400314-8976,+47,57 72 50 50,1940-03-14,True
Johan,Karlsson,Idrottsvägen 645,Östersund,48678,Sverige,SE,19620525-0704,+46,0546-177 75,1962-05-25,True
Knut,Jonsson,Parktorget 1,Skellefteå,25863,Svepige,SE,19591126-6866,+46,08-627 540 21,1959-11-26,True
Irene,Engen,Kristoffersenskogen 7,Berg,9537,Norge,NO,19730715-7623,+47,54 17 82 15,1973-07-15,True
James,Smith,Robert Plains 567,Nicholaston,60860,Dandark,DK,19530727-4730,+45,764.890.2532,1953-07-27,True
Kenneth,Conley,Clinton Extension 2256,Josephfort,45909,Danmark,DK,19740320-3917,+45,001-255-296-1624x0368,1974-03-20,True
Linda,Sköld,Furugatan 5,Nyköping,26702,Sverige,SE,19801123-4515,+46,+46 (0)8 223 425 93,1980-11-23,True
Nils,Persson,Järnvägsvägen 6,Västerås,13077,Sverige,SE,19760718-9180,+46,+46 (0)8 570 183 97,1976-07-18,True
Teresa,Murray,Adrian Knoll 07193,Jeremyton,55528,Danmark,DK,19400128-7707,+45,447.645.8388x625,1940-01-28,True
May,Kristensen,Ruudbakken 2C,Nygård,0778,Norge,NO,20000413-4768,+47,91 54 46 49,2000-04-13,True
Erik,Gustafsson,Industrigatan 27,Alingsås,43942,Sverige,SE,19930815-6445,+46,+46 (0)65 50 67 86,1993-08-15,True
Bengt,Eriksson,Järnvägstorget 66,Uppsala,55548,Sverige,SE,19900811-2998,+46,0403-95 01 74,1990-08-11,True
Bengt,Karlsson,Trädgårdsgatan 97,Nyköping,66159,Sverige,SE,19630318-0384,+46,+46 (0)8 287 721 20,1963-03-18,True
Rolf,Solberg,Jenssenåsen 63C,Alfhelle,6785,Norge,NO,19830115-7513,+47,97659828,1983-01-15,True
Hans,Andersson,Strandgränd 91,Västerås,92384,Sverige,SE,19890620-0934,+46,+46 (0)759 874 83,1989-06-20,True
Lars,Holm,Ringgränd 1,Lidköping,81274,Sverige,SE,19420426-7963,+46,08-488 69 78,1942-04-26,True
Marie,Sørensen,Myhrekollen 2,Stigstad,1393,Norge,NO,19420206-2266,+47,96812715,1942-02-06,True
Elisabet,Nilsson,Furuvägen 537,Norrköping,84225,Sverige,SE,19711223-4940,+46,017-442 67 74,1971-12-23,True
Karl,Jonsson,Storstigen 73,Karlskrona,52646,Sverige,SE,19400126-6508,+45,+46 (0)13 14 53 44,1940-01-26,True
Margit,Dahlström,Skolvägen 8,Nyköping,43318,Sverige,SE,19421208-1996,+46,08-790 03 52,1942-12-08,True
Alexander,Larsson,Kyrkogatan 77,Mölndal,67327,Sverige,SE,19590417-4840,+46,+46 (0)96 32 59 03,1959-04-17,True
Barbro,Olsson,Åkergatan 3,Örebro,49689,Sverige,SE,19780520-3559,+46,022-213 35 28,1978-05-20,True
Lauri,Kemppainen,Ilveskatu 52,Nurmes,88698,Finland,FI,19471209-379K,+358,+358 430766658,1947-12-09,True
Maria,Högberg,Järnvägsstigen 773,Nyköping,66235,Sverige,SE,19930116-0782,+46,+46 (0)66 01 74 03,1993-01-16,True
Björn,Petersson,Parkgatan 6,Landskrona,95611,Sverige,SE,19830916-7251,+46,08-536 53 13,1983-09-16,True
Tyler,Smith,Jason Shore 54462,Lake Robertmouth,11278,Danmark,DK,19830821-9040,+45,+1-987-939-7628x6299,1983-08-21,True
Stefan,Eriksson,Bäckvägen 3,Alingsås,85345,Sverige,SE,19700517-0028,+46,08-82 18 44,1970-05-17,True
Jacqueline,Williams,Stephanie Path 89229,Andrewshire,72120,Danmark,DK,20000713-5648,+45,7525034352,2000-07-13,True
Ingrid,Henriksen,Rasmussenroa 50,Arnesen,1232,Norge,NO,19730201-0225,+47,45560602,1973-02-01,True
Andrea,Solheim,Solberghøgda 80,Trineodden,4066,Norge,NO,19820601-7151,+47,971 26 784,1982-06-01,True
Hans,Bengtsson,Furutorget 893,Trollhättan,23757,Sverige,SE,19570409-2153,+46,0556-880 46,1957-04-09,True
Rita,Ibarra,Carlos Ports 15414,Michaeltown,09347,Danmark,DK,19800724-5022,+45,001-926-557-5328x599,1980-07-24,True
Elin,Öberg,Björkgränd 50,Växjö,13832,Sverige,SE,19610422-1751,+46,0354-622 25,1961-04-22,True
Arne,Andersson,Skolgatan 42,Karlstad,43155,Sverige,SE,19631020-0152,+46,+46 (0)8 097 721 24,1963-10-20,True
Terje,Næss,Ellingsensvingen 26,Jakobsen,1760,Norge,NO,19910123-3563,+46,93 76 35 52,1991-01-23,True
Karin,Johansson,Bäckvägen 588,Skövde,88569,Sverige,SE,19400508-5075,+46,038-233 66 32,1940-05-08,True
Rut,Johansson,Parkvägen 2,Luleå,70617,Sverige,SE,19481210-9590,+46,0669-31 62 24,1948-12-10,True
Björn,Karlsson,Ringgatan 4,Lidingö,95401,Sverige,SE,19410514-2896,+46,+46 (0)748 376 03,1941-05-14,True
Kevin,Garcia,Anthony Harbor 569,North Jacobhaven,64405,Danmark,DK,19840901-5568,+45,787-247-2592x96123,1984-09-01,True
Aud,Lund,Lieneggen 621,Edvardsen,8125,Norge,NO,19810102-4306,+47,10 21 44 77,1981-01-02,True
Conny,Larsson,Kyrkotorget 17,Umeå,42765,Sverige,SE,19930220-3660,+46,+46 (0)05 00 33 87,1993-02-20,True
Tarja,Keränen,Purjetuulenpolku 64,Keuruu,17536,Finland,FI,19680411-489L,+358,+358276153097,1968-04-11,True
Keith,Spencer,Holmes Junction 34018,Rileybury,14880,Danmark,DK,19610206-8038,+45,524.700.2722x236,1961-02-06,True
Trine,Rønning,Bakkenengen 2C,Halvorsen,3460,Norge,NO,19450605-1192,+47,999 94 242,1945-06-05,True
Håkon,Dahl,Haugtunet 1,Jonasås,7715,Norge,NO,19910103-8179,+47,976 97 472,1991-01-03,True
Benjamin,Malone,Danielle Causeway 82290,Michaelshire,11251,Danmark,DK,19801206-1163,+45,838.788.5417x456,1980-12-06,True
Sverre,Aune,Knudsenjordet 14E,Siljeberg,3007,Norge,NO,19971201-6109,+47,10569778,1997-12-01,True
Rita,Iversen,Bakkenstubben 59,Larshelle,3072,Norge,NO,19530813-6138,+47,+4759070933,1953-08-13,True
Bjørn,Dahl,Knutsengata 1,Hanssen,9777,Norge,NO,19980717-3948,+47,27656722,1998-07-17,True
Göran,Samuelsson,Industrigatan 8,Karlskrona,71477,Sverige,SE,19521127-1284,+46,+46 (0)8 643 908 54,1952-11-27,True
Angela,Parker,Scott Canyon 4126,Suttonburgh,46896,Danmark,DK,19870514-1859,+45,6339985489,1987-05-14,True
Christer,Karlsson,Kvarntorget 3,Sandviken,24674,Sverige,SE,19620418-6742,+46,046-37 99 60,1962-04-18,True
Deborah,Martin,Brent Ranch 821,West Daniel,71837,Norge,DK,19970202-5078,+45,814.843.0897,1997-02-02,True
Karin,Pettersson,Skolgatan 407,Skellefteå,31593,Sverige,SE,19901123-6884,+46,046-219 46 05,1990-11-23,True
Jan,Engen,Eriksenvika 89,Berntsen,7716,Norge,NO,19871207-6285,+47,57512944,1987-12-07,True
Bo,Eriksson,Asptorget 0,Kristianstad,65445,Sverige,SE,19401203-3235,+46,024-804 28 80,1940-12-03,True
Jessica,Watkins,Christine Isle 818,Freemanmouth,56518,Danmark,DK,19461003-8513,+45,678-505-7257x0604,1946-10-03,True
Ulf,Henriksson,Idrottsvägen 9,Malmö,53285,Sverige,SE,19921203-1795,+46,08-74 86 81,1992-12-03,True
Elisabeth,Hansson,Skolgränd 27,Mölndal,54451,Sverige,SE,19541121-9812,+46,+46 (0)56 21 79 90,1954-11-21,True
Emil,Berge,Svendsenrøa 4,Håkonborg,6759,Norge,NO,19811211-2933,+47,55 91 81 53,1981-12-11,True
Angela,Jones,Christopher Springs 9249,Jamesview,23023,Danmark,DK,19470224-9366,+45,(519)240-8736x363,1947-02-24,True
Jan,Johansson,Backvägen 95,Karlstad,51146,Sverige,SE,19480402-6713,+46,+46 (0)8 329 837 22,1948-04-02,True
Jeremiah,Hughes,Wendy Neck 08743,North Crystalland,28638,Danmark,DK,19981215-3544,+45,313.404.6519x0779,1998-12-15,True
Maria,Samuelsson,Ängsgatan 4,Sandviken,95864,Sverige,SE,19730710-9259,+46,+46 (0)47 04 94 79,1973-07-10,True
Helene,Haugen,Birkelandhavna 307,Jensen,9175,Norge,NO,19940312-7525,+47,+4723072960,1994-03-12,True
Ebba,Bergström,Kyrkovägen 564,Umeå,87949,Sverige,SE,19930911-0234,+46,0203-985 60,1993-09-11,False
Sander,Johnsen,Moeplassen 6,Mikkelsen,6472,Norge,NO,19901205-5616,+47,14794183,1990-12-05,True
Anne,Berg,Sørensenstranda 5,Andresen,2581,Norge,NO,19790824-9754,+47,+4714345567,1979-08-24,True
Charles,Smith,Tate Drive 5295,Lake Michael,75389,Danmark,DK,19490111-4885,+45,001-934-404-6566x729,1949-01-11,True
Tara,Galloway,Riley Heights 8573,Wallshaven,06693,Danmark,DK,19480201-8547,+45,320-423-1641x7606,1948-02-01,True
Bertil,Olsson,Ringvägen 036,Halmstad,91152,Sverige,SE,19640207-1990,+46,+46 (0)8 141 758 63,1964-02-07,True
Angelica,Johansson,Ängsvägen 0,Stockholm,19560,Sverige,SE,19880813-2671,+46,090-02 13 21,1988-08-13,True
Synnøve,Edvardsen,Knutsenmoen 30,Knudsen,7302,Norge,NO,19461028-0644,+47,76272968,1946-10-28,True
Anja,Jaakkola,Runeberginkuja 8,Vantaa,01074,Finland,FI,19480221-3520,+358,+358 009825770,1948-02-21,True
Jacob,Lundkvist,Kvarngatan 33,Lidköping,23915,Sverige,SE,19560203-8953,+46,043-632 90 93,1956-02-03,True
Tapani,Karjalainen,Jätkäsaarenkatu 5,Virolahti,39489,Finland,FI,19920412-287P,+358,(+358) 267266656,1992-04-12,True
Rolf,Aune,Pedersenmyra 9,Lie,2591,Norge,NO,19890308-6119,+47,424 96 670,1989-03-08,True
Kevin,Noble,Simpson Circle 90775,North Cassandra,41488,Danmark,DK,20000423-0465,+45,(559)408-3041,2000-04-23,True
Marie,Paulsson,Villavägen 58,Södertälje,69432,Sverige,SE,19500809-2219,+46,021-92 19 63,1950-08-09,True
Birgitta,Nilsson,Skolgränd 43,Karlskrona,89247,Sverige,SE,19740925-3517,+46,08-04 45 04,1974-09-25,True
Sverre,Haugen,Larsenlyngen 5B,Gulbrandsen,1666,Norge,NO,19980515-9220,+47,80143797,1998-05-15,True
Mark,Kaiser,Joshua Common 9401,Waltersland,97176,Danmark,DK,19460508-5673,+45,2533169219,1946-05-08,True
Ingvar,Nordström,Furugränd 868,Skellefteå,41886,Sverige,SE,19881117-2408,+46,08-325 28 69,1988-11-17,True
Nils,Karlsson,Skogsgatan 344,Stockholm,65787,Sverige,SE,19460424-8632,+46,0543-840 41,1946-04-24,True
Helge,Evensen,Haugelyngen 60,Olavøy,8801,Norge,NO,19680508-6565,+47,902 82 565,1968-05-08,True
Kim,Moreno,Brown Park 4831,Johnside,33296,Danmark,DK,19430413-5796,+45,+1-951-599-7394,1943-04-13,True
Stian,Halvorsen,Andersenekra 8B,Solberg,5466,Norge,NO,19910821-4752,+47,+4783809639,1991-08-21,True
Gunilla,Andersson,Grantorget 1,Uppsala,90738,Sverige,SE,19730511-7488,+46,0881-56 21 86,1973-05-11,True
Christoffer,Nilsson,Åkervägen 343,Borlänge,83819,Sverige,SE,19570103-3262,+46,002-52 34 27,1957-01-03,True
Maria,Söderlund,Ängsvägen 251,Eskilstuna,77394,Sverige,SE,19580529-3456,+46,+46 (0)389 061 59,1958-05-29,True
Peter,Andersson,Industrigatan 6,Jönköping,65509,Sverige,SE,19611121-6048,+46,0131-887 52,1961-11-21,True
Hans,Lindqvist,Fabriksgränd 3,Eskilstuna,19017,Sverige,SE,19430810-1182,+46,08-509 35 27,1943-08-10,True
Dan,Olsson,Backgatan 594,Mölndal,21819,Sverige,SE,19821207-9827,+46,08-882 617 53,1982-12-07,True
Sture,Oskarsson,Granstigen 347,Sandviken,35311,Sverige,SE,19420930-4738,+46,+46 (0)8 785 617 83,1942-09-30,True
Andreas,Bakken,Eriksenstubben 8,Larsvåg,5767,Norge,NO,19630710-3310,+47,+4729773114,1963-07-10,True
Sofia,Andreasson,Kyrkogatan 1,Örnsköldsvik,75435,Sverige,SE,19741103-4719,46,+46 (0)351 739 84,1974-11-03,True
Peter,Eriksson,Trädgårdsgatan 371,Linköping,18466,Sverige,SE,19871209-9268,+46,020-764 95 13,1987-12-09,True
Jorma,Tähtinen,Walentin Chorellin tie 995,Sievi,51561,Finland,FI,19740606-478R,+358,065 420 3684,1974-06-06,True
Jakob,Persson,Skolgatan 9,Karlstad,79970,Sverige,SE,19870928-5029,+46,0717-91 19 77,1987-09-28,True
Birgitta,Johansson,Kyrkotorget 444,Sandviken,65158,Sverige,SE,19650313-7358,+46,+46 (0)065 048 90,1965-03-13,True
Margareta,Wallin,Strandvägen 566,Skövde,90252,Sverige,SE,19560101-4110,+46,08-30 18 91,1956-01-01,True
Diana,Rodriguez,Matthew Causeway 618,Zhangmouth,38748,Danmark,DK,19921227-0539,+45,336.330.8380x479,1992-12-27,True
Svein,Jakobsen,Eidegata 87A,Berntsen,3365,Norge,NO,19951020-8885,+47,27 27 02 90,1995-10-20,True
Martin,Aune,Haugesvingen 75,Unnifjord,4842,Norge,NO,19930731-2453,+47,946 29 880,1993-07-31,True
Karin,Lind,Storgränd 916,Mölndal,12839,Sverige,SE,19591020-8615,+46,08-158 08 49,1959-10-20,True
Robert,Jackson,Joel Coves 564,East Jaime,57371,Danmark,DK,19731015-3645,+45,+1-478-434-7444x450,1973-10-15,True
Jere,Nissinen,Fagottikatu 374,Mäntyharju,75297,Finland,FI,19960612-643E,+358,+358181236710,1996-06-12,True
Johan,Söderberg,Industrigränd 643,Eskilstuna,48213,Sverige,SE,19590310-6776,+46,0866-780 35,1959-03-10,True
Thomas,Mcfarland,Jonathan Branch 38578,North Shawnland,99515,Danmark,DK,19740730-3748,+45,(986)613-7697x327,1974-07-30,True
Andrea,Pearson,Howard Plains 423,Loristad,29179,Danmark,DK,19820428-8389,+45,327.261.6172x663,1982-04-28,True
Lars,Pettersson,Kvarngatan 0,Jönköping,92721,Sverige,SE,19511126-0427,+46,014-858 39 73,1951-11-26,True
Simen,Knudsen,Henriksenvika 2,Henriksen,8175,Norge,NO,19890715-8856,+47,84 84 98 35,1989-07-15,True
Maria,Pettersson,Granstigen 5,Karlstad,50332,Sverige,SE,19440107-1751,+46,045-34 64 71,1944-01-07,True
Odd,Tveit,Sørensenskogen 4,Olavborg,1038,Norge,NO,19670728-1833,+47,+4780688254,1967-07-28,True
Knut,Helland,Hauglandtoppen 29C,Marenstrøm,1925,Norge,NO,19460624-2113,+47,98128877,1946-06-24,True
Valdemar,Larsson,Strandgatan 7,Alingsås,87945,Sverige,SE,19620409-6026,+46,08-477 605 09,1962-04-09,True
Claes,Johansson,Nygränd 744,Stockholm,31590,Sverige,SE,19481209-9481,+46,08-229 56 44,1948-12-09,True
Anna,Ohlsson,Villagatan 967,Örebro,96547,Sverige,SE,19431227-0050,+46,+46 (0)24 66 14 14,1943-12-27,True
Maria,Gustavsson,Skolvägen 06,Kristianstad,10957,Sverige,SE,19530112-1618,+46,08-650 935 06,1953-01-12,True
Jennifer,Sullivan,Zachary Passage 535,Jaredton,23249,Danmark,DK,19461109-2102,+45,5132665123,1946-11-09,True
Xavier,Mays,Keith Rapid 78061,New Nicholas,19827,Danmark,DK,19700325-8367,+45,790-309-4426,1970-03-25,True
Hanna,Isaksen,Aunetoppen 5B,Christianstrøm,6833,Norge,NO,19501117-5139,+47,48 53 70 06,1950-11-17,True
Harald,Sjögren,Industritorget 57,Växjö,93150,Sverige,SE,19680920-7335,+46,+46 (0)071 172 07,1968-09-20,True
Helge,Jørgensen,Halvorsengrenda 98A,Larsø,3989,Norge,NO,19480529-2322,+47,913 25 402,1948-05-29,True
Elisabeth,Rønning,Jakobsenhøgda 86B,Hannanes,2836,Norge,NO,19730612-5388,+47,54006387,1973-06-12,True
Gabriel,Edwards,Dixon Flats 98267,New Caitlin,98921,Danmark,DK,19540811-5493,+45,001-510-362-4919x293,1954-08-11,True
Jeremy,Bradley,Wesley Meadow 1378,Kellyshire,97696,Danmark,DK,20001025-7681,+45,800.467.3445x286,2000-10-25,True
Steve,Hill,Garcia Center 153,New Lynnmouth,95526,Danmark,DK,19810414-8840,+45,+1-489-708-8830x2132,1981-04-14,True
Håkan,Johansson,Skolstigen 950,Landskrona,82197,Sverige,SE,19631129-7555,+46,0299-53 69 12,1963-11-29,True
Ellen,Riikonen,Hannukselantie 656,Lemland,63420,Finland,FI,19890531-0253,+358,+358 73 2635912,1989-05-31,True
Lars,Hedström,Furustigen 479,Kalmar,41316,Sverige,SE,19591020-9647,+46,083-154 55 02,1959-10-20,True
Emilie,Bøe,Sørensenekra 87,Emiliebø,6899,Norge,NO,19751123-4051,+47,98465747,1975-11-23,True
Ragnhild,Myklebust,Engenjordet 29A,Lien,3198,Norge,NO,19760204-0386,+47,86 90 68 79,1976-02-04,True
Petteri,Salmi,Urheilutie 48,Naantali,34092,Finland,FI,19600815-1349,+358,(+358) 007710516,1960-08-15,True
Robert,Eriksson,Skogsgränd 7,Trelleborg,94515,Sverige,SE,19850504-2900,+46,08-897 61 14,1985-05-04,True
Trine,Henriksen,Sandvikholtet 8,Emiløy,3139,Norge,NO,19921124-3599,+47,499 43 767,1992-11-24,True
Ingvar,Svensson,Aspvägen 163,Motala,52674,Sverige,SE,19800518-0043,+46,007-79 85 18,1980-05-18,True
Barbro,Petersson,Genstigen 5,Falun,10195,Sverige,SE,19610501-0189,+46,+46 (0)75 76 77 89,1961-05-01,True
Olof,Dahlgren,Granvägen 1,Umeå,63651,Sverige,SE,19691116-1840,+46,08-039 56 93,1969-11-16,True
Nina,Jensen,Kristoffersengata 398,Nielsen,3646,Norge,NO,19920712-8861,+47,+4759388243,1992-07-12,True
Thomas,Suarez,Maria Lane 39498,Courtneybury,71505,Finland,DK,19710812-4410,+45,7896163077,1971-08-12,True
Evert,Andersson,Granvägen 746,Varberg,83056,Sverige,SE,19501115-7085,+46,08-08 08 91,1950-11-15,True
Sofia,Svensson,Storgatan 7,Sandviken,17205,Sverige,SE,19581227-6963,+46,021-02 78 64,1958-12-27,True
Jessica,Jones,Skinner Shoals 1776,East Leslie,50886,Danmark,DK,19840918-9360,+45,5175445865,1984-09-18,True
Karoline,Ellingsen,Bakkenbakken 10,Mariusdal,3710,Norge,NO,19610815-0937,+47,47770467,1961-08-15,True
Marte,Mikkelsen,Christensenrøa 16,Torbjørnøy,0269,Norge,NO,19650118-7191,+47,+4709418747,1965-01-18,True
Aud,Henriksen,Solbergmyra 70,Henriksen,5254,Norge,NO,19540126-0516,+47,478 80 071,1954-01-26,True
